Target: DALA_SatFine

Observer: Montegancedo
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
24 Sep 2032 15:41:58.399    24 Sep 2032 23:29:23.829      28045.429222    
25 Sep 2032 15:38:07.836    25 Sep 2032 23:25:34.807      28046.970710    
26 Sep 2032 15:34:17.807    26 Sep 2032 23:21:46.378      28048.570680    
27 Sep 2032 15:30:28.329    27 Sep 2032 23:17:58.369      28050.039661    
28 Sep 2032 15:26:39.413    28 Sep 2032 23:14:10.646      28051.232812    
29 Sep 2032 15:22:51.065    29 Sep 2032 23:10:23.814      28052.749191    
30 Sep 2032 15:19:03.291    30 Sep 2032 23:06:38.917      28055.625625    
01 Oct 2032 15:15:16.094    01 Oct 2032 23:02:55.830      28059.736205    
02 Oct 2032 15:11:29.475    02 Oct 2032 22:59:14.170      28064.694802    
03 Oct 2032 15:07:43.436    03 Oct 2032 22:55:33.722      28070.286423    
04 Oct 2032 15:03:57.976    04 Oct 2032 22:51:54.375      28076.398997    
05 Oct 2032 15:00:13.094    05 Oct 2032 22:48:16.063      28082.968624    
06 Oct 2032 14:56:28.789    06 Oct 2032 22:44:38.744      28089.955001    
07 Oct 2032 14:52:45.060    07 Oct 2032 22:41:02.390      28097.330196    
08 Oct 2032 14:49:01.905    08 Oct 2032 22:37:26.978      28105.073104    
09 Oct 2032 14:45:19.321    09 Oct 2032 22:33:52.487      28113.166449    
10 Oct 2032 14:41:37.307    10 Oct 2032 22:30:18.902      28121.594925    
11 Oct 2032 14:37:55.862    11 Oct 2032 22:26:46.206      28130.343743    
12 Oct 2032 14:34:14.988    12 Oct 2032 22:23:14.384      28139.396879    
13 Oct 2032 14:30:34.690    13 Oct 2032 22:19:43.424      28148.734026    
14 Oct 2032 14:26:54.985    14 Oct 2032 22:16:13.309      28158.323798    
15 Oct 2032 14:23:15.921    15 Oct 2032 22:12:44.027      28168.106403    
16 Oct 2032 14:19:37.618    16 Oct 2032 22:09:15.564      28177.945987    
17 Oct 2032 14:16:00.364    17 Oct 2032 22:05:47.902      28187.537988    
18 Oct 2032 14:12:24.361    18 Oct 2032 22:02:21.026      28196.665091    
19 Oct 2032 14:08:49.071    19 Oct 2032 21:58:54.914      28205.843363    
20 Oct 2032 14:05:14.102    20 Oct 2032 21:55:29.541      28215.438901    


Number of events : 369


